32  row, add v1 
500 msec interval
SS vs= 1.01  t=  210
B 20327 7825    0    5
B 20337 7828    0    4
B 20347 7826    0    4
B 20357 7828    0    2
B 20367 7826    0    2
B 20377 7826    0    1
B 20387 7828    0    1
B 20397 7825    0    0
B 20407 7825    0    0
B 20417 7828    0    0
B 20427 7826    0    0
B 20437 7826    0    0
B 20447 7828    0    0
B 20457 7826    0    0
B 20467 7826    0    0
B 20477 7828    0    0
B 20487 7826    0    0
B 20497 7828    0    0
B 20507 7826    0    0
B 20517 7826    0    0
B 20527 7828    0    0
B 20537 7828    0    0
B 20547 7828    0    0
B 20557 7828    0    0
B 20567 7828    0    0
B 20577 7828    0    0
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8136
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 20587 7828   81    0
B 20597 7829   81    0
B 20607 7828   81    0
B 20617 7677   81    0
B 20627 7649   81    0
B 20637 7667   81    0
B 20647 7696   81    0
B 20657 7724   81    0
B 20667 7407   81    1
B 20677 7416   81    2
B 20687 7331   81   11
B 20698 7211   81   22
B 20708 7109   81   32
B 20720 7044   81   44
B 20730 7077   81   53
B 20740 7129   77   63
B 20750 7263   57   72
B 20760 7245   35   84
B 20770 7274   30   94
B 20780 7344   30  106
B 20790 7394   30  117
*** adj PULL_V2->36 
*** dt = 43 , A = 120 , rpm = 381 
B 20800 7381   36  128
B 20810 7672   36  137
B 20820 7675   36  147
B 20830 7677   36  157
pull out 161
B 20840 7715 -102  166
B 20850 7719 -102  176
B 20860 7713 -102  184
B 20870 7521 -102  192
B 20880 7483 -102  196
B 20890 7518 -102  202
B 20900 6963 -102  207
B 20910 7009 -102  211
B 20920 7312 -102  212
B 20930 7374 -102  213
B 20940 7271 -102  213
*** amax = 213  vhit = 101
B 20950 7349 -103  212
B 20960 7261 -103  200
B 20970 7277 -103  186
B 20980 7007 -103  170
B 20990 6955 -103  153
B 21000 7002 -103  136
B 21010 7175 -103  118
B 21020 7294 -103   99
B 21030 7291 -103   78
B 21040 7430 -103   56
B 21050 7466 -103   34
B 21060 7473 -103   10
push -12 -10
push out at target
B 21070 7451   81  -14
B 21080 7458   81  -26
B 21090 7439   81  -39
B 21100 7386   81  -53
B 21110 7410   81  -68
B 21120 7446   81  -81
B 21130 7379   81  -97
B 21140 7129   81 -112
B 21150 7103   81 -126
B 21160 7307   81 -136
B 21170 7315   74 -139
B 21180 7287   14 -139
B 21190 7231   10 -139
B 21200 7049   10 -132
B 21210 7176   10 -120
B 21220 7144   10 -107
B 21230 7287   10  -96
B 21240 7305   10  -83
B 21250 7737   10  -70
B 21260 7741   10  -57
B 21270 7744   10  -44
pb end 
B 21280 7781    0  -32
B 21290 7782    0  -20
B 21300 7784    0   -8
B 21310 7784    0    3
B 21320 7785    0   10
B 21330 7787    0   16
B 21340 7787    0   19
B 21350 7787    0   20
B 21360 7785    0   21
B 21370 7787    0   21
B 21380 7790    0   21
B 21390 7788    0   21
B 21400 7823    0   21
B 21410 7788    0   21
B 21420 7787    0   20
B 21430 7825    0   20
B 21440 7823    0   18
B 21450 7823    0   16
B 21460 7825    0   14
B 21470 7823    0   12
B 21480 7825    0   11
B 21490 7825    0    9
B 21500 7825    0    8
B 21510 7825    0    6
B 21520 7825    0    5
B 21530 7825    0    4
B 21540 7825    0    3
B 21550 7826    0    2
B 21560 7825    0    1
B 21570 7825    0    0
B 21580 7825    0    0
B 21590 7826    0    0
B 21600 7828    0    0
B 21610 7826    0    0
B 21620 7825    0    0
B 21630 7826    0    0
B 21640 7826    0    0
B 21650 7825    0    0
B 21660 7826    0    0
B 21670 7826    0    0
B 21680 7826    0    0
B 21690 7826    0    0
B 21700 7826    0    0
B 21710 7825    0    0
B 21720 7826    0    0
B 21730 7826    0    0
B 21740 7825    0    0
B 21750 7826    0    0
B 21760 7826    0    0
B 21770 7826    0    0
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8136
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 21780 7828   81    0
B 21790 7826   81    0
B 21800 7743   81    0
B 21810 7659   81    0
B 21820 7660   81    0
B 21830 7685   81    0
B 21840 7712   81    0
B 21850 7400   81    0
B 21860 7436   81    0
B 21870 7360   81    8
B 21880 7232   81   17
B 21890 7075   81   27
B 21900 7101   81   37
B 21910 7105   81   46
B 21920 7134   81   56
B 21930 7141   73   65
B 21941 7270   53   75
B 21952 7293   30   87
B 21962 7333   30   99
B 21972 7347   30  109
*** adj PULL_V2->41 
*** dt = 49 , A = 117 , rpm = 365 
B 21982 7480   41  120
B 21992 7497   41  129
B 22002 7682   41  138
B 22012 7685   41  146
B 22022 7678   41  156
pull out 161
B 22032 7712 -102  164
B 22042 7711 -102  172
B 22052 7607 -102  180
B 22062 7509 -102  186
B 22072 7484 -102  191
B 22082 7523 -102  196
B 22092 6998 -102  200
B 22102 7172 -102  203
B 22112 7159 -102  205
B 22122 7369 -102  205
B 22132 7361 -102  205
*** amax = 205  vhit = 105
B 22142 7326 -107  199
B 22152 7289 -107  186
B 22162 7178 -107  172
B 22172 7226 -107  156
B 22182 6987 -107  140
B 22192 7057 -107  122
B 22202 7079 -107  104
B 22212 7303 -107   84
B 22222 7378 -107   63
B 22232 7378 -107   40
B 22242 7448 -107   18
B 22252 7458 -107   -6
push -11 -10
push out at target
B 22262 7464   81  -21
B 22272 7448   81  -32
B 22282 7445   81  -45
B 22292 7383   81  -60
B 22302 7438   81  -72
B 22312 7441   81  -86
B 22322 7473   81 -101
B 22332 7204   81 -116
B 22342 7329   81 -128
B 22354 7399   81 -135
B 22364 7371   38 -136
B 22374 7381    0 -136
B 22384 7053   10 -132
B 22394 7130   10 -120
B 22404 7141   10 -108
B 22414 7178   10  -97
B 22424 7197   10  -84
B 22434 7630   10  -72
B 22444 7741   10  -60
B 22454 7743   10  -47
B 22464 7781   10  -34
B 22474 7781   10  -24
pb end 
B 22484 7782    0  -12
B 22494 7782    0   -2
B 22504 7782    0    5
B 22514 7785    0   12
B 22524 7787    0   16
B 22534 7787    0   18
B 22544 7787    0   19
B 22554 7788    0   19
B 22564 7788    0   19
B 22574 7787    0   19
B 22584 7788    0   19
B 22594 7787    0   19
B 22604 7787    0   19
B 22614 7787    0   18
B 22624 7823    0   18
B 22634 7823    0   17
B 22644 7823    0   15
B 22654 7825    0   13
B 22664 7823    0   12
B 22674 7823    0   10
B 22684 7825    0    8
B 22694 7823    0    6
B 22704 7825    0    4
B 22714 7823    0    2
B 22724 7819    0    0
B 22734 7825    0   -1
B 22744 7822    0   -3
B 22754 7825    0   -4
B 22764 7823    0   -5
B 22774 7825    0   -5
B 22784 7825    0   -7
B 22794 7823    0   -8
B 22804 7826    0   -8
B 22814 7825    0   -8
B 22824 7825    0   -8
B 22834 7826    0   -7
B 22844 7826    0   -7
B 22854 7825    0   -7
B 22864 7826    0   -7
B 22874 7826    0   -7
B 22884 7825    0   -7
B 22894 7825    0   -7
B 22904 7826    0   -7
B 22914 7825    0   -7
B 22924 7825    0   -7
B 22934 7825    0   -7
B 22944 7825    0   -7
B 22954 7826    0   -7
B 22964 7825    0   -7
B 22974 7825    0   -7
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8132
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 22984 7826   81   -7
B 22994 7826   81   -7
B 23004 7780   81   -7
B 23014 7675   81   -7
B 23024 7667   81   -7
B 23034 7687   81   -7
B 23044 7288   81   -7
B 23054 7307   81   -7
B 23064 7457   81   -4
B 23074 7423   81    3
B 23084 7357   81   12
B 23094 7193   81   22
B 23104 7036   81   32
B 23114 7053   81   40
B 23124 7044   81   50
B 23134 7211   81   59
B 23144 7218   65   68
B 23154 7287   45   78
B 23164 7283   30   88
B 23174 7332   30   99
B 23184 7326   30  110
*** adj PULL_V2->42 
*** dt = 48 , A = 118 , rpm = 364 
B 23195 7332   42  121
B 23205 7345   42  132
B 23215 7558   42  141
B 23225 7703   42  151
B 23235 7705   42  160
pull out 164
B 23245 7707 -102  168
B 23255 7674 -102  177
B 23265 7672 -102  185
B 23275 7621 -102  193
B 23285 7543 -102  200
B 23295 7546 -102  206
B 23305 7540 -102  212
B 23315 7077 -102  218
B 23325 7099 -102  221
B 23335 7260 -102  224
B 23345 7415 -102  224
B 23355 7368 -102  224
*** amax = 224  vhit = 96
B 23365 7416  -98  219
B 23375 7257  -98  207
B 23385 7288  -98  192
B 23395 7113  -98  177
B 23405 7039  -98  160
B 23415 7061  -98  143
B 23425 7108  -98  125
B 23435 7357  -98  105
B 23445 7358  -98   85
B 23455 7429  -98   64
B 23465 7470  -98   41
B 23475 7481  -98   18
B 23485 7486  -98   -5
push -10 -10
push out at target
B 23495 7490   81  -20
B 23505 7486   81  -30
B 23515 7450   81  -42
B 23525 7500   81  -54
B 23535 7522   81  -64
B 23545 7512   81  -76
B 23555 7276   81  -88
B 23565 7257   81  -98
B 23575 7347   74 -106
B 23585 7480   57 -110
B 23596 7479   23 -110
B 23606 7549   10 -110
B 23616 7262   10 -109
B 23626 7313   10 -100
B 23636 7301   10  -90
B 23646 7523   10  -82
B 23656 7529   10  -73
B 23666 7746   10  -64
B 23676 7781   10  -54
B 23686 7782   10  -45
pb end 
B 23696 7782    0  -36
B 23706 7784    0  -28
B 23716 7784    0  -19
B 23726 7785    0  -10
B 23736 7787    0   -3
B 23746 7785    0    4
B 23756 7787    0    8
B 23766 7787    0   12
B 23776 7785    0   14
B 23786 7790    0   15
B 23796 7790    0   15
B 23806 7788    0   15
B 23816 7790    0   15
B 23826 7788    0   15
B 23836 7790    0   15
B 23846 7788    0   15
B 23856 7788    0   14
B 23866 7788    0   12
B 23876 7823    0    9
B 23886 7790    0    7
B 23896 7790    0    5
B 23906 7790    0    3
B 23916 7785    0    1
B 23926 7788    0    0
B 23936 7826    0   -2
B 23946 7790    0   -3
B 23956 7787    0   -4
B 23966 7790    0   -4
B 23976 7826    0   -4
B 23986 7823    0   -4
B 23996 7825    0   -4
B 24006 7826    0   -4
B 24016 7825    0   -4
B 24026 7821    0   -4
B 24036 7825    0   -4
B 24046 7826    0   -4
B 24056 7826    0   -4
B 24066 7825    0   -4
B 24076 7823    0   -4
B 24086 7826    0   -4
B 24096 7828    0   -4
B 24106 7826    0   -4
B 24116 7826    0   -4
B 24126 7826    0   -4
B 24136 7826    0   -4
B 24146 7826    0   -4
B 24156 7825    0   -4
B 24166 7825    0   -4
B 24176 7826    0   -4
B 24186 7826    0   -4
SSS vs= 1.02  t=  215
%P VOLT1   = 7623
%P VOLT2   = 8132
%P S2_SC   =  1.02
%P L_ANG_MAX = 215
B 24196 7826   92   -4
B 24206 7826   92   -4
B 24216 7689   92   -4
B 24226 7649   92   -4
B 24236 7661   92   -4
B 24246 7616   92   -4
B 24256 7642   92   -4
B 24267 7363   92   -4
B 24277 7381   92    0
B 24287 7307   92    9
B 24297 7252   92   19
B 24307 7194   92   29
B 24317 7229   92   39
B 24327 7015   92   48
B 24337 7069   92   58
B 24347 7069   78   67
B 24357 7202   53   76
B 24367 7264   30   86
B 24377 7320   30   96
B 24387 7359   30  106
*** adj PULL_V2->52 
*** dt = 59 , A = 116 , rpm = 332 
B 24397 7315   53  116
B 24407 7326   53  124
B 24417 7654   53  134
B 24427 7614   53  143
B 24437 7599   53  151
B 24447 7664   53  158
pull out 165
B 24457 7697 -102  166
B 24467 7694 -102  174
B 24477 7615 -102  181
B 24487 7570 -102  189
B 24497 7565 -102  195
B 24507 7582 -102  201
B 24517 7571 -102  208
B 24527 7590 -102  212
B 24537 7333 -102  215
B 24547 7389 -102  216
B 24557 7357 -102  216
B 24567 7495 -102  216
*** amax = 216  vhit = 100
B 24577 7506 -102  210
B 24587 7524 -102  198
B 24597 7194 -102  184
B 24607 7039 -102  170
B 24617 7057 -102  154
B 24627 7135 -102  138
B 24637 7250 -102  121
B 24647 7258 -102  103
B 24657 7438 -102   84
B 24667 7479 -102   64
B 24677 7482 -102   42
B 24687 7480 -102   20
B 24697 7473 -102   -2
push -11 -10
push out at target
B 24707 7473   81  -20
B 24717 7469   81  -30
B 24727 7481   81  -42
B 24737 7454   81  -56
B 24747 7495   81  -69
B 24757 7475   81  -82
B 24767 7485   81  -97
B 24777 7177   81 -111
B 24787 7384   81 -125
B 24797 7372   81 -136
B 24807 7558   81 -141
B 24817 7575   32 -142
B 24827 7596    0 -142
B 24837 7292   10 -142
B 24847 7201   10 -138
B 24857 7210   10 -130
B 24867 7673   10 -124
B 24877 7641   10 -117
B 24887 7642   10 -110
B 24897 7750   10 -104
B 24907 7785   10  -98
B 24917 7784   10  -92
pb end 
B 24927 7785    0  -87
B 24937 7787    0  -81
B 24947 7785    0  -77
B 24957 7788    0  -72
B 24967 7788    0  -67
B 24977 7788    0  -62
B 24987 7788    0  -57
B 24997 7788    0  -53
B 25007 7791    0  -48
B 25017 7790    0  -44
B 25027 7790    0  -40
B 25037 7788    0  -36
B 25047 7788    0  -32
B 25057 7788    0  -28
B 25067 7790    0  -25
B 25077 7790    0  -21
B 25087 7787    0  -19
B 25097 7788    0  -16
B 25107 7791    0  -14
B 25117 7825    0  -12
B 25127 7823    0  -11
B 25137 7790    0  -10
B 25147 7790    0   -9
B 25157 7790    0   -8
B 25167 7791    0   -8
B 25177 7825    0   -9
B 25187 7825    0   -9
B 25197 7790    0   -9
B 25207 7826    0   -9
B 25217 7825    0   -9
B 25227 7825    0   -9
B 25237 7826    0   -9
B 25247 7825    0   -9
B 25257 7788    0   -9
B 25267 7826    0   -9
B 25277 7826    0   -9
B 25287 7825    0   -9
B 25297 7826    0   -9
B 25307 7826    0   -9
B 25317 7825    0   -9
B 25327 7828    0   -9
B 25337 7825    0   -9
B 25347 7823    0   -9
B 25357 7828    0   -9
B 25367 7825    0   -9
B 25377 7825    0   -9
B 25387 7826    0   -9
B 25397 7826    0   -9
B 25407 7826    0   -9
B 25417 7828    0   -9
SSS vs= 1.02  t=  220
%P VOLT1   = 7623
%P VOLT2   = 8132
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
B 25427 7826   92   -9
B 25437 7790   92   -9
B 25447 7825   92   -9
B 25459 7693   92   -9
B 25469 7664   92   -9
B 25479 7675   92   -9
B 25489 7162   92   -9
B 25499 7165   92   -9
B 25509 7263   92   -8
B 25519 7446   92   -3
B 25529 7463   92    6
B 25539 7532   92   16
B 25549 7315   92   26
B 25559 7337   92   36
B 25569 7174   92   44
B 25579 7146   92   52
B 25589 7153   92   60
B 25600 7226   76   68
B 25610 7332   59   76
B 25620 7342   43   85
B 25630 7348   30   93
B 25641 7255   30  102
B 25651 7263   30  109
*** adj PULL_V2->79 
*** dt = 102 , A = 113 , rpm = 251 
B 25661 7446   80  116
B 25671 7661   80  123
B 25681 7661   80  129
B 25691 7667   80  135
B 25701 7684   80  140
B 25711 7679   80  147
B 25721 7684   80  153
B 25731 7436   80  160
B 25741 7434   80  168
B 25751 7471   80  178
pull out 185
B 25761 7405 -102  187
B 25771 7409 -102  196
B 25781 7307 -102  205
B 25791 7310 -102  214
B 25801 7297 -102  224
B 25811 7340 -102  230
B 25821 7381 -102  238
B 25831 7385 -102  246
B 25841 7176 -102  252
B 25851 7426 -102  258
B 25861 7428 -102  261
B 25871 7501 -102  262
B 25881 7643 -102  262
B 25891 7643 -102  262
*** amax = 262  vhit = 79
B 25901 7538  -80  259
B 25911 7113  -80  248
B 25921 7114  -80  237
B 25932 7114  -80  224
B 25942 7117  -80  210
B 25952 7115  -80  196
B 25962 7186  -80  180
B 25972 7397  -80  164
B 25982 7399  -80  146
B 25992 7471  -80  128
B 26002 7542  -80  109
B 26012 7542  -80   90
B 26022 7544  -80   69
B 26032 7546  -80   48
B 26042 7546  -80   28
B 26052 7583  -80    6
push -10 -10
push out at target
B 26062 7583   81  -14
B 26072 7585   81  -24
B 26082 7571   81  -33
B 26092 7584   81  -44
B 26102 7594   81  -52
B 26112 7603   81  -61
B 26122 7182   81  -72
B 26132 7186   81  -81
B 26142 7366   65  -91
B 26152 7583   74  -99
B 26162 7585   57 -104
B 26172 7657   32 -104
B 26182 7519   10 -104
B 26192 7525   10 -104
B 26202 7320   10 -104
B 26212 7465   10  -98
B 26222 7468   10  -93
B 26232 7469   10  -86
B 26242 7751   10  -80
B 26252 7753   10  -73
B 26262 7751   10  -68
B 26272 7788   10  -61
pb end 
B 26282 7788    0  -56
B 26292 7788    0  -50
B 26302 7790    0  -44
B 26312 7790    0  -38
B 26322 7791    0  -32
B 26332 7791    0  -26
B 26342 7790    0  -20
B 26352 7791    0  -15
B 26362 7791    0   -9
B 26372 7792    0   -4
B 26382 7792    0    0
B 26392 7791    0    3
B 26402 7791    0    4
B 26412 7790    0    5
B 26422 7792    0    5
B 26432 7791    0    5
B 26442 7794    0    5
B 26452 7791    0    5
B 26462 7792    0    5
B 26472 7791    0    5
B 26482 7792    0    5
B 26492 7791    0    4
B 26502 7790    0    2
B 26512 7826    0   -1
B 26522 7826    0   -4
B 26532 7791    0   -6
B 26542 7791    0   -6
B 26552 7791    0   -6
B 26562 7791    0   -6
B 26572 7791    0   -6
B 26582 7791    0   -6
B 26592 7828    0   -6
B 26602 7791    0   -6
B 26612 7792    0   -6
B 26622 7791    0   -6
B 26632 7826    0   -6
B 26642 7828    0   -6
B 26652 7826    0   -6
B 26662 7794    0   -6
B 26672 7794    0   -6
B 26682 7794    0   -6
B 26692 7792    0   -6
B 26702 7792    0   -6
B 26712 7794    0   -6
B 26722 7792    0   -6
B 26732 7792    0   -6
B 26742 7828    0   -6
B 26752 7792    0   -6
B 26762 7792    0   -6
B 26772 7828    0   -6
SSS vs= 1.02  t=  225
%P VOLT1   = 7623
%P VOLT2   = 8136
%P S2_SC   =  1.02
%P L_ANG_MAX = 225
B 26782 7792   92   -6
B 26792 7791   92   -6
B 26802 7746   92   -6
B 26812 7703   92   -6
B 26822 7695   92   -6
B 26832 7707   92   -6
B 26842 7187   92   -6
B 26854 7323   92   -6
B 26864 7323   92   -4
B 26874 7508   92    3
B 26884 7486   92   11
B 26894 7500   92   20
B 26904 7334   92   28
B 26914 7232   92   37
B 26924 7240   92   44
B 26934 7167   92   52
B 26944 7246   92   58
B 26954 7247   84   66
B 26964 7319   71   72
B 26974 7319   61   79
B 26984 7323   46   86
B 26994 7260   34   93
B 27004 7228   30  100
B 27014 7230   30  107
B 27024 7521   30  113
*** adj PULL_V2->91 
*** dt = 120 , A = 114 , rpm = 215 
B 27034 7488   93  119
B 27044 7488   93  124
B 27054 7621   93  130
B 27064 7664   93  135
B 27074 7662   93  140
B 27084 7663   93  146
B 27094 7311   93  152
B 27104 7315   93  160
B 27114 7423   93  168
B 27124 7391   93  176
B 27134 7391   93  184
B 27144 7178   93  194
pull out 196
B 27154 7178 -102  202
B 27164 7175 -102  212
B 27174 7282 -102  220
B 27184 7319 -102  226
B 27194 7323 -102  235
B 27204 7079 -102  242
B 27214 7295 -102  248
B 27224 7296 -102  252
B 27234 7546 -102  255
B 27244 7617 -102  255
B 27254 7617 -102  255
*** amax = 255  vhit = 85
B 27264 7509  -86  254
B 27274 7298  -86  245
B 27284 7298  -86  235
B 27294 7119  -86  222
B 27304 7121  -86  209
B 27314 7119  -86  195
B 27324 7192  -86  180
B 27334 7263  -86  164
B 27344 7265  -86  147
B 27354 7442  -86  129
B 27364 7478  -86  112
B 27374 7481  -86   92
B 27384 7482  -86   72
B 27394 7446  -86   52
B 27404 7446  -86   32
B 27414 7482  -86   10
push -11 -10
push out at target
B 27424 7522   81  -11
B 27434 7519   81  -22
B 27444 7558   81  -32
B 27454 7532   81  -42
B 27464 7531   81  -53
B 27474 7538   81  -64
B 27484 7435   81  -75
B 27494 7441   81  -84
B 27504 7444   65  -96
B 27514 7555   81 -105
B 27524 7555   65 -113
B 27534 7661   57 -116
B 27544 7628   14 -117
B 27554 7631    0 -117
B 27564 7245   10 -117
B 27574 7217   10 -112
B 27584 7220   10 -104
B 27594 7469   10  -99
B 27604 7754   10  -90
B 27614 7754   10  -84
B 27624 7753   10  -76
B 27634 7790   10  -69
B 27644 7788   10  -62
pb end 
B 27654 7790    0  -56
B 27664 7790    0  -49
B 27674 7790    0  -44
B 27684 7790    0  -38
B 27694 7791    0  -32
B 27704 7792    0  -26
B 27714 7791    0  -20
B 27724 7792    0  -15
B 27734 7792    0  -10
B 27744 7792    0   -6
B 27754 7792    0   -2
B 27764 7794    0    0
B 27774 7792    0    2
B 27784 7790    0    2
B 27794 7791    0    2
B 27804 7792    0    2
B 27814 7791    0    2
B 27824 7792    0    2
B 27834 7792    0    2
B 27844 7795    0    2
B 27854 7792    0    2
B 27864 7794    0    2
B 27874 7792    0    1
B 27884 7792    0   -1
B 27894 7791    0   -3
B 27904 7794    0   -4
B 27914 7792    0   -6
B 27924 7792    0   -7
B 27934 7792    0   -7
B 27944 7794    0   -7
B 27954 7794    0   -7
B 27964 7794    0   -7
B 27974 7792    0   -7
B 27984 7792    0   -7
B 27994 7794    0   -7
B 28004 7792    0   -7
B 28014 7792    0   -7
B 28024 7794    0   -7
B 28034 7792    0   -7
B 28044 7794    0   -7
B 28054 7794    0   -7
B 28064 7791    0   -7
B 28074 7792    0   -7
B 28084 7794    0   -7
B 28094 7792    0   -7
B 28104 7792    0   -7
B 28114 7794    0   -7
B 28124 7792    0   -7
B 28134 7792    0   -7
B 28144 7794    0   -7
SSS vs= 1.02  t=  230
%P VOLT1   = 7564
%P VOLT2   = 8136
%P S2_SC   =  1.03
%P L_ANG_MAX = 230
B 28154 7792   92   -7
B 28164 7792   92   -7
B 28174 7716   92   -7
B 28184 7679   92   -7
B 28194 7685   92   -7
B 28204 7201   92   -7
B 28214 7211   92   -7
B 28224 7355   92   -7
B 28234 7495   92   -3
B 28244 7500   92    4
B 28254 7475   92   12
B 28264 7273   92   20
B 28274 7277   92   28
B 28284 7210   92   36
B 28294 7178   92   42
B 28305 7181   92   49
B 28315 7251   92   56
B 28325 7326   89   63
B 28335 7325   80   69
B 28345 7291   69   76
B 28356 7226   60   82
B 28366 7226   49   88
B 28376 7230   40   94
B 28386 7339   30  100
B 28396 7342   30  106
B 28406 7345   30  112
B 28416 7490   30  118
*** adj PULL_V2->97 
*** dt = 120 , A = 118 , rpm = 198 
B 28426 7491   99  124
B 28436 7597   99  128
B 28446 7678   99  133
B 28456 7671   99  138
B 28466 7671   99  144
B 28476 7284   99  148
B 28486 7287   99  155
B 28496 7394   99  162
B 28506 7359   99  170
B 28516 7362   99  178
B 28526 7255   99  187
B 28536 7186   99  195
pull out 196
B 28546 7185 -102  204
B 28556 7186 -102  212
B 28566 7325 -102  222
B 28576 7322 -102  231
B 28586 7326 -102  237
B 28596 7331 -102  245
B 28606 7332 -102  252
B 28616 7228 -102  259
B 28626 7514 -102  264
B 28636 7512 -102  267
B 28646 7586 -102  267
B 28656 7586 -102  267
B 28666 7586 -102  267
*** amax = 267  vhit = 82
B 28676 7373  -84  261
B 28686 7127  -84  251
B 28696 7124  -84  240
B 28706 7125  -84  227
B 28716 7160  -84  214
B 28726 7163  -84  200
B 28736 7269  -84  186
B 28746 7413  -84  171
B 28756 7415  -84  154
B 28766 7488  -84  137
B 28776 7488  -84  120
B 28786 7490  -84  102
B 28796 7454  -84   83
B 28806 7490  -84   64
B 28816 7490  -84   43
B 28826 7525  -84   23
B 28836 7523  -84    2
push -11 -10
push out at target
B 28846 7523   82  -17
B 28856 7559   82  -26
B 28866 7594   82  -37
B 28876 7568   82  -48
B 28886 7568   82  -60
B 28896 7467   82  -71
B 28906 7474   82  -84
B 28916 7195   82  -93
B 28926 7517   66 -105
B 28936 7519   82 -116
B 28946 7590   82 -124
B 28956 7626   57 -127
B 28966 7628   14 -128
B 28976 7451    0 -128
B 28986 7179   10 -128
B 28996 7184   10 -121
B 29006 7468   10 -116
B 29016 7754   10 -108
B 29026 7754   10 -100
B 29036 7754   10  -93
B 29046 7754   10  -87
B 29056 7754   10  -81
B 29066 7755   10  -76
pb end 
B 29076 7790    0  -70
B 29086 7794    0  -65
B 29096 7791    0  -60
B 29106 7791    0  -56
B 29116 7791    0  -50
B 29126 7792    0  -46
B 29136 7792    0  -41
B 29146 7792    0  -36
B 29156 7792    0  -32
B 29166 7792    0  -28
B 29176 7792    0  -24
B 29186 7794    0  -20
B 29196 7792    0  -16
B 29206 7794    0  -12
B 29216 7794    0  -10
B 29226 7794    0   -8
B 29236 7794    0   -6
B 29246 7794    0   -5
B 29256 7794    0   -5
B 29266 7794    0   -5
B 29276 7794    0   -5
B 29286 7794    0   -5
B 29296 7794    0   -5
B 29306 7794    0   -5
B 29316 7794    0   -5
B 29326 7795    0   -5
B 29336 7792    0   -5
B 29346 7794    0   -5
B 29356 7794    0   -5
B 29366 7791    0   -5
B 29376 7792    0   -5
B 29386 7794    0   -5
B 29396 7794    0   -6
B 29406 7794    0   -6
B 29416 7792    0   -6
B 29426 7794    0   -6
B 29436 7794    0   -6
B 29446 7792    0   -6
B 29456 7794    0   -6
B 29466 7794    0   -6
B 29476 7795    0   -6
B 29486 7794    0   -6
B 29496 7795    0   -6
B 29506 7794    0   -6
B 29516 7794    0   -6
B 29526 7792    0   -6
B 29536 7794    0   -6
B 29546 7794    0   -6
B 29556 7795    0   -6
B 29566 7794    0   -6
SSS vs= 1.03  t=  235
%P VOLT1   = 7564
%P VOLT2   = 8143
%P S2_SC   =  1.03
%P L_ANG_MAX = 235
B 29577 7795   92   -6
B 29587 7794   92   -6
B 29597 7716   92   -6
B 29607 7690   92   -6
B 29617 7697   92   -6
B 29627 7706   92   -6
B 29637 7218   92   -6
B 29647 7475   92   -6
B 29657 7477   92   -4
B 29667 7553   92    3
B 29677 7450   92   10
B 29687 7456   92   18
B 29697 7318   92   26
B 29707 7144   92   32
B 29717 7146   92   39
B 29727 7149   92   45
B 29737 7255   92   52
B 29747 7329   92   58
B 29757 7329   88   64
B 29767 7294   80   69
B 29779 7261   72   76
B 29789 7263   62   82
B 29799 7230   54   88
B 29809 7265   47   93
B 29819 7268   39   99
B 29829 7380   32  104
B 29839 7415   30  110
B 29849 7417   30  116
B 29859 7526   30  121
*** adj PULL_V2->102 
*** dt = 120 , A = 122 , rpm = 182 
B 29869 7564  104  126
B 29879 7562  104  131
B 29889 7680  104  136
B 29899 7677  104  140
B 29909 7678  104  144
B 29919 7291  104  150
B 29929 7399  104  156
B 29939 7399  104  163
B 29949 7364  104  171
B 29959 7224  104  178
B 29969 7226  104  186
B 29979 7155  104  194
pull out 196
B 29989 7190 -102  202
B 29999 7189 -102  210
B 30009 7291 -102  219
B 30019 7326 -102  228
B 30029 7331 -102  234
B 30039 7335 -102  242
B 30049 7230 -102  249
B 30059 7230 -102  254
B 30069 7517 -102  259
B 30079 7586 -102  260
B 30089 7587 -102  260
B 30099 7589 -102  260
B 30109 7373 -102  260
*** amax = 260  vhit = 88
B 30119 7374  -90  251
B 30129 7163  -90  240
B 30139 7128  -90  228
B 30149 7127  -90  215
B 30159 7162  -90  201
B 30169 7237  -90  187
B 30179 7236  -90  172
B 30189 7449  -90  156
B 30199 7488  -90  139
B 30209 7492  -90  122
B 30219 7455  -90  104
B 30229 7455  -90   86
B 30239 7455  -90   66
B 30249 7454  -90   46
B 30259 7491  -90   25
B 30269 7490  -90    4
push -10 -10
push out at target
B 30279 7525   82  -15
B 30289 7525   82  -24
B 30299 7525   82  -34
B 30309 7559   82  -45
B 30319 7535   82  -57
B 30329 7536   82  -70
B 30339 7366   82  -82
B 30349 7195   82  -96
B 30359 7197   82 -106
B 30369 7519   75 -118
B 30379 7590   82 -128
B 30389 7591   75 -135
B 30399 7590   49 -137
B 30409 7419    6 -137
B 30419 7421   10 -137
B 30429 7183   10 -137
B 30439 7469   10 -129
